policy_id,age,gender,territory,vehicle_type,annual_miles,driving_experience_years,exposure,claim_count,total_claim_amount
P0008276,71,M,A,suv,13390,52.5,0.9898,0,0.0
P0008277,65,M,C,sedan,24220,48.8,0.6651,0,0.0
P0008278,62,M,B,truck,34802,45.4,0.8846,1,2674.65
P0008279,28,F,C,suv,20536,4.9,0.6239,0,0.0
P0008280,68,M,A,suv,26702,51.8,0.734,0,0.0
P0008281,57,F,B,sedan,23951,38.3,0.7497,0,0.0
P0008282,42,F,B,sedan,30661,26.0,0.6533,0,0.0
P0008283,18,M,B,sedan,22440,1.2,0.6743,0,0.0
P0008284,51,F,C,sedan,18837,35.8,0.7176,0,0.0
P0008285,68,M,A,truck,8699,52.8,0.9181,0,0.0
P0008286,20,M,A,sedan,29072,1.8,0.75,1,2275.57
P0008287,21,M,A,sedan,32836,3.0,0.5443,0,0.0
P0008288,42,M,A,suv,35403,21.3,0.6083,0,0.0
P0008289,50,M,A,suv,27627,32.9,0.993,0,0.0
P0008290,47,M,A,sedan,16058,29.7,0.5449,0,0.0
P0008291,44,M,A,suv,26805,27.1,0.8239,0,0.0
P0008292,34,M,B,suv,14936,18.9,0.6056,0,0.0
P0008293,21,M,C,sedan,32863,2.8,0.716,0,0.0
P0008294,19,F,A,sedan,6331,2.3,0.6785,0,0.0
P0008295,24,F,A,suv,32845,9.9,0.9886,0,0.0
P0008296,61,F,C,suv,27847,41.8,0.7756,0,0.0
P0008297,67,F,A,sedan,32565,51.1,0.625,0,0.0
P0008298,45,F,A,sedan,12460,27.3,0.8018,0,0.0
P0008299,22,F,B,suv,20752,4.3,0.5357,1,2555.34
P0008300,44,M,C,sedan,12871,26.6,0.9633,0,0.0
P0008301,80,M,A,truck,27034,65.0,0.6721,0,0.0
P0008302,33,M,C,sedan,24592,13.2,0.9417,0,0.0
P0008303,48,M,A,suv,26439,32.5,0.9046,0,0.0
P0008304,51,M,A,truck,27903,38.9,0.5934,0,0.0
P0008305,38,M,A,sedan,6393,19.3,0.9811,0,0.0
P0008306,45,F,C,suv,17631,26.4,0.9958,0,0.0
P0008307,47,M,B,sedan,12831,32.4,0.9026,1,1253.96
P0008308,47,F,B,suv,34280,30.0,0.7257,0,0.0
P0008309,63,F,C,truck,21412,43.8,0.8363,0,0.0
P0008310,54,F,B,truck,10013,34.2,0.5403,0,0.0
P0008311,21,M,A,sedan,17159,2.8,0.9606,0,0.0
P0008312,18,M,B,truck,21347,0.0,0.6109,0,0.0
P0008313,43,F,A,truck,15069,24.6,0.8584,0,0.0
P0008314,75,M,B,sedan,24137,58.3,0.9008,0,0.0
P0008315,20,F,C,truck,28847,5.2,0.9848,4,6863.97
P0008316,22,F,B,sedan,24138,5.5,0.9119,0,0.0
P0008317,60,F,A,truck,22942,40.8,0.909,0,0.0
P0008318,46,F,B,truck,25362,26.8,0.8527,0,0.0
P0008319,32,M,A,suv,13916,14.6,0.7883,1,3263.71
P0008320,31,F,A,sedan,24650,14.7,0.5209,0,0.0
P0008321,59,F,B,truck,6590,38.5,0.9864,1,2341.48
P0008322,50,F,A,sedan,29542,32.8,0.7245,0,0.0
P0008323,58,M,A,sedan,16784,39.7,0.8984,0,0.0
P0008324,35,M,B,sedan,30236,20.4,0.6886,0,0.0
P0008325,51,M,B,sedan,12866,34.1,0.728,0,0.0
P0008326,72,M,A,sedan,35300,52.8,0.7312,0,0.0
P0008327,37,M,C,sedan,21130,22.7,0.995,0,0.0
P0008328,42,F,A,truck,34130,25.1,0.6057,0,0.0
P0008329,28,F,A,truck,14064,10.2,0.7509,0,0.0
P0008330,58,F,C,truck,21117,38.1,0.5773,0,0.0
P0008331,20,F,A,suv,27132,1.0,0.7471,0,0.0
P0008332,33,F,C,suv,26884,12.6,0.773,0,0.0
P0008333,62,F,B,suv,12836,43.3,0.5683,0,0.0
P0008334,19,F,B,suv,17475,0.2,0.8491,0,0.0
P0008335,80,F,A,truck,12137,64.9,0.914,0,0.0
P0008336,43,F,A,sedan,25170,28.0,0.908,0,0.0
P0008337,43,F,C,truck,17867,22.6,0.8646,0,0.0
P0008338,51,M,A,truck,5230,34.9,0.5704,0,0.0
P0008339,58,M,C,sedan,14071,42.1,0.8107,0,0.0
P0008340,46,F,C,truck,16395,33.6,0.8492,0,0.0
P0008341,73,F,B,truck,22380,53.9,0.8797,0,0.0
P0008342,78,F,A,sedan,33350,63.2,0.8547,1,3177.08
P0008343,30,F,B,sedan,35488,14.6,0.8144,0,0.0
P0008344,62,F,B,suv,25925,42.8,0.8639,0,0.0
P0008345,36,F,A,suv,33037,23.4,0.9262,0,0.0
P0008346,80,M,C,sedan,5535,60.3,0.7847,0,0.0
P0008347,33,M,A,sedan,31669,17.7,0.5726,0,0.0
P0008348,36,M,C,suv,21203,19.3,0.908,0,0.0
P0008349,62,M,A,sedan,16551,46.6,0.8305,0,0.0
P0008350,67,M,A,sedan,16342,52.7,0.8433,0,0.0
P0008351,26,M,B,sedan,15828,10.5,0.6471,0,0.0
P0008352,53,M,A,truck,30072,37.7,0.5748,0,0.0
P0008353,39,M,A,sedan,19225,24.5,0.8904,0,0.0
P0008354,56,M,A,suv,8560,35.9,0.5247,1,3552.91
P0008355,53,M,C,suv,32933,37.9,0.7012,0,0.0
P0008356,80,M,A,truck,23725,66.8,0.7544,0,0.0
P0008357,76,F,B,truck,17119,63.1,0.5087,0,0.0
P0008358,59,F,B,truck,27074,41.1,0.7985,0,0.0
P0008359,60,F,B,suv,15877,46.5,0.5598,0,0.0
P0008360,74,F,A,sedan,23459,57.4,0.6207,0,0.0
P0008361,29,F,A,sedan,5245,8.1,0.9968,0,0.0
P0008362,63,F,C,sedan,13507,45.6,0.7801,0,0.0
P0008363,66,F,C,sedan,15606,48.4,0.9841,0,0.0
P0008364,26,M,C,sedan,29588,10.1,0.7463,0,0.0
P0008365,73,F,B,sedan,28389,56.0,0.9017,0,0.0
P0008366,62,F,C,sedan,29601,45.4,0.519,0,0.0
P0008367,39,F,C,suv,19840,21.4,0.6456,1,6900.76
P0008368,48,F,B,truck,16188,27.7,0.6416,0,0.0
P0008369,48,M,C,sedan,21378,31.9,0.5349,0,0.0
P0008370,75,M,A,sedan,13266,59.6,0.9761,0,0.0
P0008371,79,F,A,suv,21388,62.2,0.7523,0,0.0
P0008372,68,F,B,sedan,25580,49.1,0.7965,1,4821.42
P0008373,59,F,B,truck,35047,42.7,0.7602,0,0.0
P0008374,24,M,B,sedan,16402,6.5,0.6243,0,0.0
P0008375,75,M,B,sedan,8511,57.0,0.9622,0,0.0
P0008376,26,M,B,suv,15705,4.7,0.8345,0,0.0
P0008377,28,F,C,sedan,30620,9.2,0.5618,0,0.0
P0008378,22,M,A,suv,18967,6.7,0.7309,0,0.0
P0008379,77,M,A,sedan,17914,64.4,0.5007,1,2122.36
P0008380,49,M,B,sedan,19200,31.7,0.8374,0,0.0
P0008381,32,F,B,sedan,12837,16.4,0.7618,0,0.0
P0008382,23,F,C,suv,30718,7.0,0.9521,0,0.0
P0008383,43,F,A,sedan,25812,28.0,0.9737,1,3938.1
P0008384,63,F,A,sedan,34537,47.0,0.5491,0,0.0
P0008385,80,M,C,suv,8042,64.1,0.5447,0,0.0
P0008386,52,F,A,suv,27117,35.2,0.9495,0,0.0
P0008387,56,F,B,sedan,7505,40.3,0.7561,1,4902.24
P0008388,70,M,A,truck,7735,54.4,0.7348,0,0.0
P0008389,74,F,B,suv,31209,55.9,0.7854,0,0.0
P0008390,35,M,C,truck,15471,18.0,0.7332,0,0.0
P0008391,80,M,B,sedan,14791,63.0,0.8071,0,0.0
P0008392,50,M,A,suv,10878,33.1,0.9745,0,0.0
P0008393,76,M,C,sedan,8362,60.8,0.803,1,9477.68
P0008394,25,F,A,sedan,25561,5.1,0.6604,1,1123.04
P0008395,24,F,A,sedan,21223,2.9,0.6067,0,0.0
P0008396,73,M,B,sedan,23542,53.5,0.9831,0,0.0
P0008397,60,F,B,truck,9782,46.5,0.7897,0,0.0
P0008398,29,F,B,truck,35456,13.3,0.7833,0,0.0
P0008399,74,M,A,sedan,5243,55.6,0.5167,0,0.0
P0008400,24,F,A,sedan,18878,8.5,0.9592,0,0.0
P0008401,60,F,A,sedan,21178,44.4,0.7348,0,0.0
P0008402,30,F,C,suv,8269,15.7,0.9999,1,5520.47
P0008403,22,F,A,sedan,22941,5.7,0.5839,0,0.0
P0008404,68,M,C,suv,23550,52.6,0.6631,0,0.0
P0008405,71,F,A,sedan,21448,58.8,0.605,0,0.0
P0008406,24,F,A,suv,16375,4.7,0.6895,0,0.0
P0008407,23,F,B,truck,33829,5.2,0.9883,0,0.0
P0008408,56,M,A,sedan,10517,41.7,0.7074,0,0.0
P0008409,19,F,B,truck,28068,0.3,0.9136,0,0.0
P0008410,65,F,C,truck,16500,47.7,0.8776,1,3202.49
P0008411,75,M,C,suv,17004,55.7,0.649,0,0.0
P0008412,65,F,B,sedan,12383,46.5,0.79,0,0.0
P0008413,32,M,B,suv,25913,16.6,0.9259,0,0.0
P0008414,29,F,A,sedan,11113,10.7,0.8057,0,0.0
P0008415,60,F,C,truck,16555,41.6,0.6325,0,0.0
P0008416,21,F,A,suv,19992,1.9,0.9316,0,0.0
P0008417,51,M,A,suv,5299,32.0,0.7781,0,0.0
P0008418,46,F,B,suv,30110,24.8,0.99,0,0.0
P0008419,64,F,A,sedan,15273,45.1,0.8278,0,0.0
P0008420,30,M,B,suv,32455,14.6,0.7244,1,1020.36
P0008421,66,F,A,truck,25105,48.6,0.718,0,0.0
P0008422,62,M,A,sedan,13069,47.1,0.9401,0,0.0
P0008423,33,M,B,sedan,25526,13.6,0.9903,0,0.0
P0008424,40,M,B,truck,18900,24.7,0.7052,0,0.0
P0008425,22,F,C,sedan,20081,0.5,0.5815,0,0.0
P0008426,46,F,A,truck,31129,29.6,0.5199,0,0.0
P0008427,34,M,A,sedan,24873,17.1,0.6612,0,0.0
P0008428,25,F,A,suv,35648,8.9,0.671,0,0.0
P0008429,53,F,B,suv,33769,37.4,0.7129,0,0.0
P0008430,53,M,A,sedan,31347,37.1,0.5725,0,0.0
P0008431,23,M,C,sedan,19438,5.5,0.7463,0,0.0
P0008432,29,F,A,sedan,20315,12.0,0.9717,0,0.0
P0008433,23,F,C,suv,32348,6.9,0.6162,0,0.0
P0008434,60,M,B,sedan,31974,42.4,0.8424,1,6826.54
P0008435,39,M,B,sedan,16487,23.1,0.519,0,0.0
P0008436,22,F,A,suv,26905,5.0,0.8219,0,0.0
P0008437,30,F,A,truck,23579,9.5,0.9688,0,0.0
P0008438,79,F,A,sedan,8518,63.1,0.6412,0,0.0
P0008439,34,F,B,suv,8824,17.6,0.9081,0,0.0
P0008440,61,F,B,truck,7608,46.3,0.5412,0,0.0
P0008441,47,M,A,suv,12941,30.7,0.6791,0,0.0
P0008442,29,F,A,truck,34024,11.3,0.5034,0,0.0
P0008443,37,F,C,suv,14831,21.1,0.6776,0,0.0
P0008444,18,M,A,suv,33657,3.3,0.6549,0,0.0
P0008445,65,F,A,suv,18653,47.3,0.8464,0,0.0
P0008446,39,F,A,sedan,19209,21.1,0.6473,0,0.0
P0008447,49,M,A,suv,12934,30.8,0.9115,0,0.0
P0008448,27,F,B,suv,25516,12.5,0.6457,0,0.0
P0008449,69,M,B,sedan,23268,49.3,0.6117,0,0.0
P0008450,31,F,B,sedan,14448,15.0,0.7473,1,1912.99
P0008451,53,F,B,suv,29329,38.0,0.8282,0,0.0
P0008452,72,M,A,sedan,26743,53.0,0.9444,0,0.0
P0008453,62,F,A,sedan,27046,42.3,0.9068,0,0.0
P0008454,56,M,C,sedan,18831,39.6,0.7623,0,0.0
P0008455,73,F,A,sedan,25066,57.7,0.9891,0,0.0
P0008456,29,M,A,suv,15802,11.1,0.6483,0,0.0
P0008457,78,F,B,sedan,35980,63.7,0.9997,0,0.0
P0008458,53,M,B,sedan,18658,30.9,0.6926,0,0.0
P0008459,43,M,A,sedan,13497,28.1,0.6312,0,0.0
P0008460,34,F,C,truck,19122,16.3,0.6914,0,0.0
P0008461,64,F,A,truck,34182,47.3,0.7929,0,0.0
P0008462,79,F,C,sedan,34225,63.8,0.737,0,0.0
P0008463,61,M,A,sedan,16024,45.9,0.5251,0,0.0
P0008464,20,F,B,sedan,32434,0.7,0.678,0,0.0
P0008465,47,M,A,sedan,14476,29.3,0.7459,0,0.0
P0008466,64,F,C,suv,11027,48.4,0.8316,0,0.0
P0008467,43,F,B,suv,11871,27.1,0.9765,0,0.0
P0008468,66,M,C,suv,13632,50.6,0.978,0,0.0
P0008469,62,F,C,truck,14075,43.2,0.757,0,0.0
P0008470,22,F,B,truck,14280,3.2,0.7845,1,2010.62
P0008471,53,M,A,sedan,16882,34.9,0.849,0,0.0
P0008472,28,M,A,suv,5358,10.5,0.9177,0,0.0
P0008473,48,F,C,sedan,16699,29.7,0.8726,0,0.0
P0008474,42,F,C,suv,21443,28.3,0.8603,0,0.0
P0008475,68,F,A,sedan,17421,50.4,0.7236,0,0.0
P0008476,72,M,A,sedan,19963,52.9,0.9345,0,0.0
P0008477,47,F,A,sedan,11978,29.5,0.8313,0,0.0
P0008478,51,M,A,sedan,8862,33.9,0.5796,0,0.0
P0008479,57,M,A,sedan,32907,41.3,0.7992,0,0.0
P0008480,59,M,C,suv,35697,43.1,0.6553,0,0.0
P0008481,58,F,A,sedan,17638,42.0,0.6015,0,0.0
P0008482,67,F,C,truck,28599,49.6,0.8244,0,0.0
P0008483,79,F,C,sedan,9356,63.0,0.8211,0,0.0
P0008484,70,F,A,truck,10675,56.6,0.9774,0,0.0
P0008485,26,F,B,sedan,21113,7.4,0.9881,0,0.0
P0008486,48,M,B,sedan,26865,30.0,0.7044,0,0.0
P0008487,47,F,A,sedan,26743,29.3,0.5893,0,0.0
P0008488,50,F,B,sedan,15559,34.9,0.5702,0,0.0
P0008489,51,M,B,sedan,32175,35.0,0.9871,1,1016.15
P0008490,63,M,A,suv,24618,45.0,0.6979,0,0.0
P0008491,44,F,C,sedan,14817,26.9,0.6714,0,0.0
P0008492,34,M,A,sedan,19585,18.4,0.8106,0,0.0
P0008493,46,M,A,sedan,14241,26.4,0.5287,0,0.0
P0008494,71,F,C,suv,9304,55.7,0.8234,0,0.0
P0008495,37,M,A,sedan,5178,26.0,0.9379,1,777.31
P0008496,19,F,A,sedan,19262,1.8,0.8621,0,0.0
P0008497,79,F,A,sedan,5193,61.7,0.7087,0,0.0
P0008498,30,F,A,suv,34812,12.9,0.5581,0,0.0
P0008499,55,F,B,suv,32205,37.2,0.6206,0,0.0
P0008500,68,M,B,sedan,28192,52.1,0.6327,0,0.0
P0008501,35,M,A,suv,28257,15.9,0.6925,1,991.82
P0008502,39,F,B,sedan,24424,24.7,0.5667,0,0.0
P0008503,35,M,A,sedan,27706,18.0,0.7878,0,0.0
P0008504,27,F,A,suv,31149,11.3,0.6832,0,0.0
P0008505,27,F,C,suv,20891,8.0,0.7482,0,0.0
P0008506,29,M,C,sedan,30690,13.6,0.6426,1,1594.76
P0008507,46,F,B,suv,12358,28.9,0.7269,0,0.0
P0008508,51,M,A,sedan,32534,33.8,0.8563,1,1661.95
P0008509,19,F,B,suv,26902,1.6,0.5441,0,0.0
P0008510,71,M,C,suv,8374,55.5,0.755,0,0.0
P0008511,60,F,C,suv,10641,42.3,0.8092,0,0.0
P0008512,22,F,B,sedan,9012,4.9,0.8338,0,0.0
P0008513,71,M,B,sedan,12515,53.3,0.9614,0,0.0
P0008514,19,F,A,sedan,29765,0.0,0.8906,0,0.0
P0008515,53,F,A,sedan,30624,35.8,0.8695,0,0.0
P0008516,47,M,A,sedan,35855,32.0,0.934,0,0.0
P0008517,49,F,A,suv,8994,28.1,0.9572,1,419.27
P0008518,78,F,A,suv,22438,59.0,0.9197,0,0.0
P0008519,76,F,B,suv,30470,57.7,0.807,1,7451.66
P0008520,35,M,B,suv,34892,18.4,0.9215,1,6980.15
P0008521,54,M,B,sedan,8043,35.5,0.6632,0,0.0
P0008522,78,M,B,sedan,25547,65.1,0.976,0,0.0
P0008523,63,M,A,sedan,7478,42.9,0.5867,0,0.0
P0008524,73,F,B,suv,7644,54.2,0.6146,0,0.0
P0008525,45,F,C,sedan,30877,28.4,0.5793,0,0.0
P0008526,35,F,B,sedan,33713,16.3,0.8885,0,0.0
P0008527,50,M,C,sedan,10746,31.8,0.7172,0,0.0
P0008528,69,F,A,suv,31015,54.0,0.869,0,0.0
P0008529,76,M,B,truck,33259,58.6,0.755,0,0.0
P0008530,61,M,B,truck,21611,43.2,0.7016,0,0.0
P0008531,62,M,B,sedan,10313,45.3,0.9482,0,0.0
P0008532,50,F,C,suv,28061,33.4,0.7161,1,1350.01
P0008533,38,F,B,sedan,22002,19.2,0.8092,0,0.0
P0008534,44,M,C,suv,15898,26.6,0.9293,1,3022.1
P0008535,49,M,C,sedan,31821,28.2,0.6063,0,0.0
P0008536,69,F,C,sedan,24089,53.3,0.7014,0,0.0
P0008537,52,M,A,sedan,13193,34.2,0.5725,0,0.0
P0008538,67,M,A,sedan,17810,51.8,0.7713,0,0.0
P0008539,19,F,C,truck,14584,0.6,0.8948,1,4260.01
P0008540,65,M,B,sedan,21341,50.2,0.5275,0,0.0
P0008541,49,F,C,truck,13401,31.4,0.5302,0,0.0
P0008542,80,M,A,sedan,24733,60.6,0.8706,0,0.0
P0008543,47,F,C,sedan,18891,29.9,0.8548,0,0.0
P0008544,48,F,C,suv,6669,33.0,0.7011,0,0.0
P0008545,26,F,C,suv,5175,7.1,0.6803,0,0.0
P0008546,68,M,B,truck,7976,50.3,0.641,0,0.0
P0008547,62,M,A,suv,9979,45.2,0.5309,0,0.0
P0008548,72,F,B,suv,7554,56.9,0.7568,0,0.0
P0008549,23,F,B,sedan,25507,9.2,0.808,0,0.0
P0008550,31,F,A,truck,23442,9.5,0.9327,0,0.0
P0008551,73,F,A,suv,5650,57.1,0.7709,0,0.0
P0008552,20,M,C,suv,17800,5.0,0.576,0,0.0
P0008553,50,F,A,suv,14106,32.4,0.6541,0,0.0
P0008554,43,M,B,sedan,20501,28.0,0.8925,0,0.0
P0008555,77,M,B,truck,23139,59.0,0.8091,1,10369.06
P0008556,71,F,C,suv,20508,51.3,0.8856,1,3416.85
P0008557,74,M,B,truck,17362,59.1,0.7067,0,0.0
P0008558,36,M,A,suv,6254,19.6,0.5338,0,0.0
P0008559,55,M,A,sedan,29568,37.1,0.9461,0,0.0
P0008560,62,M,A,suv,29677,47.4,0.6746,0,0.0
P0008561,78,F,A,suv,31647,62.8,0.5417,0,0.0
P0008562,18,F,C,sedan,26721,1.2,0.7934,0,0.0
P0008563,79,M,A,suv,15149,58.1,0.872,0,0.0
P0008564,40,F,A,suv,26324,24.7,0.739,0,0.0
P0008565,26,M,C,truck,32946,9.6,0.8069,0,0.0
P0008566,56,M,A,truck,6061,34.0,0.7086,0,0.0
P0008567,67,F,A,sedan,20722,48.4,0.9068,0,0.0
P0008568,26,F,B,sedan,25203,12.4,0.8919,0,0.0
P0008569,20,F,A,sedan,35538,3.5,0.86,0,0.0
P0008570,74,M,A,suv,20514,55.8,0.5099,0,0.0
P0008571,76,F,C,truck,32266,56.1,0.7582,0,0.0
P0008572,27,F,C,suv,28577,7.2,0.8927,0,0.0
P0008573,74,M,C,truck,29488,55.9,0.6224,0,0.0
P0008574,75,M,B,suv,8003,56.6,0.6296,1,8498.99
P0008575,80,M,A,suv,20630,65.6,0.9521,0,0.0
P0008576,31,M,C,truck,28147,15.4,0.9209,1,869.65
P0008577,54,F,B,sedan,8866,39.6,0.9941,0,0.0
P0008578,80,M,A,sedan,34812,60.9,0.7487,1,200.08
P0008579,74,M,A,sedan,26212,56.2,0.5621,0,0.0
P0008580,56,F,B,sedan,31380,38.8,0.5041,0,0.0
P0008581,30,F,A,suv,24616,9.9,0.8531,0,0.0
P0008582,23,F,A,sedan,32719,4.9,0.9083,0,0.0
P0008583,34,M,A,sedan,32905,14.7,0.7141,0,0.0
P0008584,22,M,B,sedan,7349,3.5,0.7129,0,0.0
P0008585,30,M,A,sedan,34055,11.3,0.9201,0,0.0
P0008586,22,M,B,sedan,21418,7.1,0.593,0,0.0
P0008587,66,F,A,truck,20152,47.1,0.5317,0,0.0
P0008588,55,M,B,suv,12646,37.1,0.9828,1,2218.81
P0008589,50,M,A,suv,17533,33.8,0.7712,0,0.0
P0008590,69,F,B,sedan,21892,50.6,0.8862,0,0.0
P0008591,43,F,B,sedan,21516,23.4,0.9774,0,0.0
P0008592,43,M,B,suv,26904,26.2,0.9052,0,0.0
P0008593,31,M,A,sedan,26055,15.5,0.7338,0,0.0
P0008594,46,F,B,sedan,28151,30.4,0.8241,0,0.0
P0008595,28,M,C,suv,22932,13.8,0.8161,0,0.0
P0008596,55,F,A,suv,35739,38.3,0.9628,0,0.0
P0008597,80,F,B,truck,32234,61.8,0.5705,0,0.0
P0008598,51,M,B,sedan,34686,30.5,0.8479,0,0.0
P0008599,36,F,C,suv,27447,20.6,0.9314,0,0.0
P0008600,61,M,B,sedan,12661,43.3,0.6795,0,0.0
P0008601,69,M,C,suv,34904,52.0,0.8541,0,0.0
P0008602,47,F,B,truck,33384,30.0,0.6249,0,0.0
P0008603,33,F,B,suv,14199,19.1,0.544,0,0.0
P0008604,62,F,A,sedan,32404,47.0,0.5127,0,0.0
P0008605,29,F,B,suv,21185,8.4,0.765,0,0.0
P0008606,80,M,A,suv,27426,61.0,0.5258,0,0.0
P0008607,38,F,B,truck,15606,20.4,0.7962,1,8398.82
P0008608,40,M,A,suv,12987,22.1,0.6878,0,0.0
P0008609,63,F,B,truck,17465,44.5,0.5034,0,0.0
P0008610,18,F,C,sedan,10835,1.9,0.6132,0,0.0
P0008611,30,M,C,suv,9379,13.8,0.8692,1,2491.32
P0008612,25,F,A,sedan,18503,9.2,0.6894,0,0.0
P0008613,42,M,C,suv,34380,24.7,0.8628,0,0.0
P0008614,52,M,C,truck,6210,37.3,0.9075,0,0.0
P0008615,29,M,C,suv,15142,13.3,0.8985,0,0.0
P0008616,39,F,B,suv,13801,21.0,0.8353,0,0.0
P0008617,66,F,A,sedan,11438,49.7,0.8733,0,0.0
P0008618,77,M,C,sedan,7274,63.5,0.7849,0,0.0
P0008619,18,F,B,suv,10449,1.8,0.7324,0,0.0
P0008620,57,M,B,sedan,21259,38.9,0.5309,0,0.0
P0008621,19,M,A,sedan,18235,1.8,0.9876,0,0.0
P0008622,50,M,A,suv,24112,36.4,0.9201,0,0.0
P0008623,73,M,A,suv,31545,53.9,0.836,1,14968.64
P0008624,68,M,B,sedan,8450,51.5,0.822,0,0.0
P0008625,32,F,B,sedan,15238,14.3,0.7884,0,0.0
P0008626,34,M,C,sedan,32091,14.9,0.5472,0,0.0
P0008627,67,M,A,suv,12310,50.2,0.6597,0,0.0
P0008628,69,F,A,truck,8000,55.8,0.6698,0,0.0
P0008629,35,M,A,sedan,12424,14.5,0.8969,0,0.0
P0008630,18,F,A,sedan,17282,5.4,0.8025,0,0.0
P0008631,46,F,B,truck,12932,29.7,0.6991,0,0.0
P0008632,57,M,B,sedan,20530,37.4,0.664,0,0.0
P0008633,45,M,C,suv,11327,29.4,0.9269,0,0.0
P0008634,76,F,A,sedan,23045,60.3,0.8928,0,0.0
P0008635,69,M,A,truck,31835,52.4,0.9065,1,1249.06
P0008636,67,F,C,suv,14892,50.4,0.6977,1,2816.51
P0008637,19,F,A,sedan,21813,3.7,0.7396,1,2197.0
P0008638,71,F,B,sedan,27105,55.3,0.7866,0,0.0
P0008639,65,M,B,sedan,7056,45.9,0.5959,0,0.0
P0008640,43,F,C,sedan,15582,27.1,0.6811,0,0.0
P0008641,55,F,A,sedan,24663,37.0,0.7456,0,0.0
P0008642,69,M,C,suv,12833,53.8,0.8352,0,0.0
P0008643,75,F,C,suv,17768,55.2,0.7247,0,0.0
P0008644,52,F,A,sedan,19048,33.1,0.5773,0,0.0
P0008645,20,F,B,sedan,34032,3.2,0.7126,0,0.0
P0008646,56,M,B,truck,8516,37.7,0.7657,0,0.0
P0008647,60,M,A,sedan,24659,40.0,0.8254,0,0.0
P0008648,21,M,C,suv,34950,6.0,0.9269,0,0.0
P0008649,69,F,A,suv,33066,54.1,0.6162,0,0.0
P0008650,30,F,A,suv,22053,12.3,0.7799,0,0.0
P0008651,74,M,A,suv,17033,59.6,0.7087,0,0.0
P0008652,52,F,B,truck,9465,38.1,0.8435,0,0.0
P0008653,38,F,C,sedan,13113,24.2,0.9371,0,0.0
P0008654,21,F,B,sedan,29678,3.7,0.7385,0,0.0
P0008655,19,F,B,sedan,5831,6.1,0.9221,0,0.0
P0008656,64,F,A,sedan,27331,47.8,0.501,0,0.0
P0008657,41,M,B,sedan,33817,30.9,0.9561,0,0.0
P0008658,70,F,B,sedan,18345,52.1,0.8942,0,0.0
P0008659,32,M,B,suv,30081,14.0,0.5669,1,4724.29
P0008660,75,F,B,sedan,35494,58.4,0.8377,0,0.0
P0008661,77,M,C,truck,28613,57.6,0.7571,0,0.0
P0008662,24,M,B,sedan,20519,5.4,0.9854,0,0.0
P0008663,58,M,B,suv,22493,42.6,0.6522,0,0.0
P0008664,77,F,B,sedan,11595,61.8,0.8045,0,0.0
P0008665,38,M,A,sedan,9087,19.2,0.7614,0,0.0
P0008666,22,F,B,suv,29528,3.6,0.6106,0,0.0
P0008667,73,M,B,sedan,21103,56.5,0.9068,0,0.0
P0008668,47,M,B,suv,33791,33.5,0.8715,0,0.0
P0008669,19,M,B,suv,28030,0.1,0.7721,0,0.0
P0008670,70,M,A,suv,13133,52.9,0.972,0,0.0
P0008671,60,M,A,suv,34841,43.1,0.9633,0,0.0
P0008672,22,M,A,truck,5208,10.7,0.909,0,0.0
P0008673,34,F,B,sedan,7964,15.9,0.5762,1,2791.86
P0008674,19,F,C,truck,23887,2.1,0.9471,0,0.0
P0008675,78,M,B,sedan,23733,62.1,0.6529,0,0.0
P0008676,19,M,B,sedan,27716,3.7,0.785,0,0.0
P0008677,68,F,B,truck,25059,50.8,0.9874,0,0.0
P0008678,50,F,A,sedan,13086,32.1,0.6155,0,0.0
P0008679,54,M,A,truck,9603,37.8,0.5999,0,0.0
P0008680,69,F,A,suv,34873,50.9,0.926,0,0.0
P0008681,74,F,C,truck,15486,59.3,0.5065,0,0.0
P0008682,26,F,A,sedan,10196,10.3,0.5871,0,0.0
P0008683,19,F,B,suv,7144,0.6,0.6637,0,0.0
P0008684,25,M,A,sedan,29835,8.8,0.8691,0,0.0
P0008685,60,F,B,sedan,31185,39.6,0.7402,0,0.0
P0008686,53,F,A,suv,32165,35.4,0.6967,0,0.0
P0008687,23,F,C,suv,31433,8.3,0.9594,0,0.0
P0008688,32,F,A,suv,10297,18.1,0.878,0,0.0
P0008689,51,F,C,suv,5444,32.4,0.8164,0,0.0
P0008690,64,F,B,suv,20541,48.2,0.67,0,0.0
P0008691,39,F,B,sedan,20741,20.2,0.9294,0,0.0
P0008692,77,M,B,sedan,5869,61.1,0.6265,0,0.0
P0008693,80,F,B,suv,32169,62.5,0.973,0,0.0
P0008694,66,F,A,suv,24898,49.7,0.6302,0,0.0
P0008695,46,F,B,sedan,26133,28.5,0.91,0,0.0
P0008696,73,F,B,sedan,21940,54.5,0.9571,0,0.0
P0008697,63,F,B,sedan,35795,46.0,0.6133,0,0.0
P0008698,50,F,B,suv,29126,31.7,0.6147,0,0.0
P0008699,45,F,B,sedan,22925,31.4,0.5393,0,0.0
P0008700,70,F,A,suv,20539,52.2,0.6707,1,2333.0
P0008701,53,M,A,suv,30876,36.0,0.7501,0,0.0
P0008702,29,F,A,truck,15970,12.5,0.543,0,0.0
P0008703,80,F,B,sedan,31692,67.8,0.5732,0,0.0
P0008704,22,M,A,truck,9236,8.3,0.7111,1,6774.83
